,Date,Ticker,Close,Sector,Close_z
749,2024-03-05,ABT,118.4800033569336,Health Care,0.2199597471213335
750,2024-03-06,ABT,119.33999633789062,Health Care,0.3096866107829425
751,2024-03-07,ABT,120.91999816894533,Health Care,0.47453517585189525
752,2024-03-08,ABT,120.95999908447266,Health Care,0.4787086479305465
753,2024-03-11,ABT,120.19000244140624,Health Care,0.3983714994395994
754,2024-03-12,ABT,120.76000213623048,Health Care,0.4578420835456914
755,2024-03-13,ABT,120.16000366210938,Health Care,0.39524159438271306
756,2024-03-14,ABT,118.8499984741211,Health Care,0.2585629708341589
757,2024-03-15,ABT,115.48999786376952,Health Care,-0.09200072368860165
758,2024-03-18,ABT,112.44000244140624,Health Care,-0.41022020860390374
759,2024-03-19,ABT,113.16000366210938,Health Care,-0.33509930320496717
760,2024-03-20,ABT,111.5,Health Care,-0.5082948124312239
761,2024-03-21,ABT,111.51000213623048,Health Care,-0.5072512454094574
762,2024-03-22,ABT,110.56999969482422,Health Care,-0.6053258492367806
763,2024-03-25,ABT,110.01000213623048,Health Care,-0.6637528663211032
764,2024-03-26,ABT,111.5,Health Care,-0.5082948124312239
765,2024-03-27,ABT,113.4800033569336,Health Care,-0.30171232258415237
766,2024-03-28,ABT,113.66000366210938,Health Care,-0.28293209623441856
767,2024-04-01,ABT,112.08999633789062,Health Care,-0.446737890290012
768,2024-04-02,ABT,112.0199966430664,Health Care,-0.4540412674255525
769,2024-04-03,ABT,111.27999877929688,Health Care,-0.5312485108596104
770,2024-04-04,ABT,110.11000061035156,Health Care,-0.6533195841286764
771,2024-04-05,ABT,111.1999969482422,Health Care,-0.5395954550169144
772,2024-04-08,ABT,110.5199966430664,Health Care,-0.6105428883371983
773,2024-04-09,ABT,112.44000244140624,Health Care,-0.41022020860390374
774,2024-04-10,ABT,111.16999816894533,Health Care,-0.5427253600738022
775,2024-04-11,ABT,111.4499969482422,Health Care,-0.5135118515316401
776,2024-04-12,ABT,109.11000061035156,Health Care,-0.7576539980697736
777,2024-04-15,ABT,108.88999938964844,Health Care,-0.7806076964981601
778,2024-04-16,ABT,109.20999908447266,Health Care,-0.7472207158773453
779,2024-04-17,ABT,105.9000015258789,Health Care,-1.0925673712996866
780,2024-04-18,ABT,105.2699966430664,Health Care,-1.1582985615279584
781,2024-04-19,ABT,107.27999877929688,Health Care,-0.9485861666239991
782,2024-04-22,ABT,107.06999969482422,Health Care,-0.9704962980306207
783,2024-04-23,ABT,107.58999633789062,Health Care,-0.9162427530249493
784,2024-04-24,ABT,106.88999938964844,Health Care,-0.9892765243803544
785,2024-04-25,ABT,106.86000061035156,Health Care,-0.9924064294372422
786,2024-04-26,ABT,107.52999877929688,Health Care,-0.9225025631387248
787,2024-04-29,ABT,107.2699966430664,Health Care,-0.9496297336457641
788,2024-04-30,ABT,105.97000122070312,Health Care,-1.0852639941641462
789,2024-05-01,ABT,106.29000091552734,Health Care,-1.0518770135433313
790,2024-05-02,ABT,105.91999816894533,Health Care,-1.0904810332645625
791,2024-05-03,ABT,105.9000015258789,Health Care,-1.0925673712996866
792,2024-05-06,ABT,105.63999938964844,Health Care,-1.119694541806726
793,2024-05-07,ABT,106.16999816894533,Health Care,-1.064397429779288
794,2024-05-08,ABT,104.94000244140624,Health Care,-1.1927283131621325
795,2024-05-09,ABT,104.66999816894533,Health Care,-1.2208990506909339
796,2024-05-10,ABT,104.73999786376952,Health Care,-1.2135956735553963
797,2024-05-13,ABT,104.7699966430664,Health Care,-1.210465768498507
798,2024-05-14,ABT,104.01000213623048,Health Care,-1.2897593499676863
799,2024-05-15,ABT,104.58999633789062,Health Care,-1.2292459948482408
800,2024-05-16,ABT,104.87000274658205,Health Care,-1.2000316902976702
801,2024-05-17,ABT,104.08999633789062,Health Care,-1.2814132018187894
802,2024-05-20,ABT,103.20999908447266,Health Care,-1.3732271995239282
803,2024-05-21,ABT,102.95999908447266,Health Care,-1.3993108030092027
804,2024-05-22,ABT,104.81999969482422,Health Care,-1.2052487293980894
805,2024-05-23,ABT,104.2300033569336,Health Care,-1.2668056515393011
806,2024-05-24,ABT,103.9499969482422,Health Care,-1.2960199560898689
807,2024-05-28,ABT,101.9499969482422,Health Care,-1.5046887839720633
808,2024-05-29,ABT,100.7300033569336,Health Care,-1.6319761003331412
809,2024-05-30,ABT,101.73999786376952,Health Care,-1.5265989153786879
810,2024-05-31,ABT,102.19000244140624,Health Care,-1.4796479515001497
811,2024-06-03,ABT,102.87000274658205,Health Care,-1.4087005181798644
812,2024-06-04,ABT,103.43000030517578,Health Care,-1.3502735010955418
813,2024-06-05,ABT,103.2300033569336,Health Care,-1.3711400654803985
814,2024-06-06,ABT,104.2699966430664,Health Care,-1.2626329754690555
815,2024-06-07,ABT,107.58000183105467,Health Care,-0.9172855240383085
816,2024-06-10,ABT,107.48999786376952,Health Care,-0.9266760352173791
817,2024-06-11,ABT,105.80999755859376,Health Care,-1.1019578824787557
818,2024-06-12,ABT,104.37999725341795,Health Care,-1.2511561262548638
819,2024-06-13,ABT,103.4499969482422,Health Care,-1.3481871630604176
820,2024-06-14,ABT,103.68000030517578,Health Care,-1.3241898976102675
821,2024-06-17,ABT,103.4499969482422,Health Care,-1.3481871630604176
822,2024-06-18,ABT,103.98999786376952,Health Care,-1.2918464840112192
823,2024-06-20,ABT,106.56999969482422,Health Care,-1.0226635050011692
824,2024-06-21,ABT,105.72000122070312,Health Care,-1.1113475976494205
825,2024-06-24,ABT,105.3000030517578,Health Care,-1.155167860462665
826,2024-06-25,ABT,105.48999786376952,Health Care,-1.1353448630995735
827,2024-06-26,ABT,104.87999725341795,Health Care,-1.1989889192843153
828,2024-06-27,ABT,104.6500015258789,Health Care,-1.2229853887260582
829,2024-06-28,ABT,103.91000366210938,Health Care,-1.300192632160116
830,2024-07-01,ABT,103.1999969482422,Health Care,-1.374270766545692
831,2024-07-02,ABT,103.1999969482422,Health Care,-1.374270766545692
832,2024-07-03,ABT,102.33000183105467,Health Care,-1.4650411972290687
833,2024-07-05,ABT,104.0199966430664,Health Care,-1.28871657895433
834,2024-07-08,ABT,102.12000274658205,Health Care,-1.4869513286356872
835,2024-07-09,ABT,101.63999938964844,Health Care,-1.5370321975711145
836,2024-07-10,ABT,103.0500030517578,Health Care,-1.3899202918301337
837,2024-07-11,ABT,104.18000030517578,Health Care,-1.272022690639719
838,2024-07-12,ABT,104.22000122070312,Health Care,-1.2678492185610661
839,2024-07-15,ABT,102.95999908447266,Health Care,-1.3993108030092027
840,2024-07-16,ABT,102.72000122070312,Health Care,-1.424350839472712
841,2024-07-17,ABT,104.68000030517578,Health Care,-1.2198554836691704
842,2024-07-18,ABT,100.06999969482422,Health Care,-1.7008371956183008
843,2024-07-19,ABT,102.02999877929688,Health Care,-1.4963418398147592
844,2024-07-22,ABT,103.72000122070312,Health Care,-1.3200164255316147
845,2024-07-23,ABT,103.91999816894533,Health Care,-1.2991498611467567
846,2024-07-24,ABT,107.26000213623048,Health Care,-0.9506725046591205
847,2024-07-25,ABT,105.95999908447266,Health Care,-1.0863075611859112
848,2024-07-26,ABT,105.23999786376952,Health Care,-1.1614284665848478
849,2024-07-29,ABT,104.7699966430664,Health Care,-1.210465768498507
850,2024-07-30,ABT,105.31999969482422,Health Care,-1.1530815224275408
851,2024-07-31,ABT,105.94000244140624,Health Care,-1.0883938992210354
852,2024-08-01,ABT,110.1500015258789,Health Care,-0.6491461120500237
853,2024-08-02,ABT,111.30999755859376,Health Care,-0.5281186058027212
854,2024-08-05,ABT,108.62999725341795,Health Care,-0.8077348670052008
855,2024-08-06,ABT,109.5,Health Care,-0.7169636403134183
856,2024-08-07,ABT,109.94000244140624,Health Care,-0.6710562434566467
857,2024-08-08,ABT,109.76000213623048,Health Care,-0.6898364698063775
858,2024-08-09,ABT,108.70999908447266,Health Care,-0.7993879228478938
859,2024-08-12,ABT,107.8000030517578,Health Care,-0.8943318256099221
860,2024-08-13,ABT,108.23999786376952,Health Care,-0.8484252247615561
861,2024-08-14,ABT,109.88999938964844,Health Care,-0.6762732825570629
862,2024-08-15,ABT,110.94000244140624,Health Care,-0.5667218295155495
863,2024-08-16,ABT,111.0,Health Care,-0.5604620194017725
864,2024-08-19,ABT,111.9000015258789,Health Care,-0.4665608876531036
865,2024-08-20,ABT,110.7699966430664,Health Care,-0.584459284851924
866,2024-08-21,ABT,111.38999938964844,Health Care,-0.5197716616454172
867,2024-08-22,ABT,112.0999984741211,Health Care,-0.44569432326824704
868,2024-08-23,ABT,112.69000244140624,Health Care,-0.38413660511862946
869,2024-08-26,ABT,112.6999969482422,Health Care,-0.38309383410526865
870,2024-08-27,ABT,113.0999984741211,Health Care,-0.3413599093271498
871,2024-08-28,ABT,112.9000015258789,Health Care,-0.36222647371200645
872,2024-08-29,ABT,112.76000213623048,Health Care,-0.376833227983086
873,2024-08-30,ABT,113.2699966430664,Health Care,-0.3236232499991811
874,2024-09-03,ABT,114.66000366210938,Health Care,-0.1785976822933214
875,2024-09-04,ABT,114.4000015258789,Health Care,-0.20572485280036068
876,2024-09-05,ABT,113.0999984741211,Health Care,-0.3413599093271498
877,2024-09-06,ABT,113.86000061035156,Health Care,-0.262065531849562
878,2024-09-09,ABT,116.43000030517578,Health Care,0.006073880138721455
879,2024-09-10,ABT,117.11000061035156,Health Care,0.07702131345900382
880,2024-09-11,ABT,116.5999984741211,Health Care,0.02381053946669026
881,2024-09-12,ABT,116.83000183105467,Health Care,0.04780780491684027
882,2024-09-13,ABT,116.4000015258789,Health Care,0.0029439750818336823
883,2024-09-16,ABT,117.62999725341795,Health Care,0.1312748584646737
884,2024-09-17,ABT,118.12999725341795,Health Care,0.18344206543522232
885,2024-09-18,ABT,114.87999725341795,Health Care,-0.15564477987334352
886,2024-09-19,ABT,114.1500015258789,Health Care,-0.23180845628563496
887,2024-09-20,ABT,113.6999969482422,Health Care,-0.2787594201641715
888,2024-09-23,ABT,114.80999755859376,Health Care,-0.16294815700888104
889,2024-09-24,ABT,113.33999633789062,Health Care,-0.31631987286364055
890,2024-09-25,ABT,112.61000061035156,Health Care,-0.3924835492759335
891,2024-09-26,ABT,112.7300033569336,Health Care,-0.37996313303997525
892,2024-09-27,ABT,112.43000030517578,Health Care,-0.41126377562566724
893,2024-09-30,ABT,114.01000213623048,Health Care,-0.2464152105567145
894,2024-10-01,ABT,113.55999755859376,Health Care,-0.29336617443525254
895,2024-10-02,ABT,113.63999938964844,Health Care,-0.2850192302779485
896,2024-10-03,ABT,112.2300033569336,Health Care,-0.4321303400105238
897,2024-10-04,ABT,112.63999938964844,Health Care,-0.38935364421904567
898,2024-10-07,ABT,113.36000061035156,Health Care,-0.3142327388201106
899,2024-10-08,ABT,114.62999725341795,Health Care,-0.1817283833586178
900,2024-10-09,ABT,115.9499969482422,Health Care,-0.044006988796702846
901,2024-10-10,ABT,115.62000274658205,Health Care,-0.07843674043087549
902,2024-10-11,ABT,116.12000274658205,Health Care,-0.026269533460326903
903,2024-10-14,ABT,117.25,Health Care,0.09162806773008485
904,2024-10-15,ABT,116.0500030517578,Health Care,-0.033572910595870385
905,2024-10-16,ABT,117.81999969482422,Health Care,0.15109865183617396
906,2024-10-17,ABT,117.88999938964844,Health Care,0.15840202897171446
907,2024-10-18,ABT,119.38999938964844,Health Care,0.3149036498833602
908,2024-10-21,ABT,116.98999786376952,Health Care,0.0645008972230441
909,2024-10-22,ABT,116.12000274658205,Health Care,-0.026269533460326903
910,2024-10-23,ABT,117.01000213623048,Health Care,0.06658803126657702
911,2024-10-24,ABT,116.54000091552734,Health Care,0.017550729352914716
912,2024-10-25,ABT,114.22000122070312,Health Care,-0.22450507915009443
913,2024-10-28,ABT,114.06999969482422,Health Care,-0.24015540044294045
914,2024-10-29,ABT,113.4000015258789,Health Care,-0.31005926674145784
915,2024-10-30,ABT,114.4499969482422,Health Care,-0.2005086097083486
916,2024-10-31,ABT,113.37000274658205,Health Care,-0.31318917179834416
917,2024-11-01,ABT,118.5999984741211,Health Care,0.2324793673488846
918,2024-11-04,ABT,117.6500015258789,Health Care,0.13336199250820516
919,2024-11-05,ABT,117.7300033569336,Health Care,0.14170893666551063
920,2024-11-06,ABT,116.8000030517578,Health Care,0.0446778998599525
921,2024-11-07,ABT,115.3000030517578,Health Care,-0.11182372105169326
922,2024-11-08,ABT,116.58999633789062,Health Care,0.022766972444925287
923,2024-11-11,ABT,116.8000030517578,Health Care,0.0446778998599525
924,2024-11-12,ABT,116.44000244140624,Health Care,0.007117447160484944
925,2024-11-13,ABT,115.73999786376952,Health Care,-0.06591712020332736
926,2024-11-14,ABT,115.02999877929688,Health Care,-0.13999445858049603
927,2024-11-15,ABT,115.9000015258789,Health Care,-0.049223231888714906
928,2024-11-18,ABT,117.36000061035156,Health Care,0.10310491694427812
929,2024-11-19,ABT,117.12999725341795,Health Care,0.07910765149412513
930,2024-11-20,ABT,115.93000030517578,Health Care,-0.04609332683182713
931,2024-11-21,ABT,117.26000213623048,Health Care,0.0926716347518513
932,2024-11-22,ABT,117.76000213623048,Health Care,0.14483884172239989
933,2024-11-25,ABT,118.12999725341795,Health Care,0.18344206543522232
934,2024-11-26,ABT,117.95999908447266,Health Care,0.16570540610725498
935,2024-11-27,ABT,118.9499969482422,Health Care,0.2689962530265887
936,2024-11-29,ABT,118.7699966430664,Health Care,0.2502160266768534
937,2024-12-02,ABT,116.80999755859376,Health Care,0.045720670873313295
938,2024-12-03,ABT,116.29000091552734,Health Care,-0.00853287413235958
939,2024-12-04,ABT,115.97000122070312,Health Care,-0.04191985475317439
940,2024-12-05,ABT,115.58999633789062,Health Care,-0.08156744149617189
941,2024-12-06,ABT,115.5999984741211,Health Care,-0.08052387447440691
942,2024-12-09,ABT,114.9000015258789,Health Care,-0.15355764582981207
943,2024-12-10,ABT,115.5,Health Care,-0.09095715666683521
944,2024-12-11,ABT,114.13999938964844,Health Care,-0.23285202330739993
945,2024-12-12,ABT,113.86000061035156,Health Care,-0.262065531849562
946,2024-12-13,ABT,113.37999725341795,Health Care,-0.3121464007849893
947,2024-12-16,ABT,112.62000274658205,Health Care,-0.391439982254167
948,2024-12-17,ABT,113.29000091552734,Health Care,-0.3215361159556511
949,2024-12-18,ABT,111.93000030517578,Health Care,-0.46343098259621585
950,2024-12-19,ABT,112.41999816894533,Health Care,-0.41230734264743074
951,2024-12-20,ABT,114.2300033569336,Health Care,-0.22346151212832946
952,2024-12-23,ABT,114.30999755859376,Health Care,-0.21511536397942965
953,2024-12-24,ABT,114.76000213623048,Health Care,-0.16816440010089162
954,2024-12-26,ABT,115.2699966430664,Health Care,-0.1149544221169867
955,2024-12-27,ABT,114.98999786376952,Health Care,-0.14416793065915023
956,2024-12-30,ABT,112.8000030517578,Health Care,-0.3726597559044362
957,2024-12-31,ABT,113.11000061035156,Health Care,-0.3403163423053849
958,2025-01-02,ABT,113.44000244140624,Health Care,-0.3058857946628066
959,2025-01-03,ABT,113.83000183105467,Health Care,-0.26519543690645125
960,2025-01-06,ABT,113.04000091552734,Health Care,-0.3476197194409254
961,2025-01-07,ABT,113.4000015258789,Health Care,-0.31005926674145784
962,2025-01-08,ABT,114.25,Health Care,-0.22137517409320667
963,2025-01-10,ABT,112.30999755859376,Health Care,-0.42378419186162397
964,2025-01-13,ABT,113.19000244140624,Health Care,-0.33196939814808085
965,2025-01-14,ABT,113.0199966430664,Health Care,-0.34970685348445535
966,2025-01-15,ABT,111.0999984741211,Health Care,-0.5500287372093442
967,2025-01-16,ABT,113.91000366210938,Health Care,-0.2568484927491443
968,2025-01-17,ABT,113.4800033569336,Health Care,-0.30171232258415237
969,2025-01-21,ABT,116.79000091552734,Health Care,0.04363433283818901
970,2025-01-22,ABT,117.77999877929688,Health Care,0.1469251797575212
971,2025-01-23,ABT,123.22000122070312,Health Care,0.7145046463197802
972,2025-01-24,ABT,125.02999877929688,Health Care,0.9033496808304757
973,2025-01-27,ABT,129.42999267578125,Health Care,1.3624204653645775
974,2025-01-28,ABT,127.38999938964844,Health Care,1.1495789614121377
975,2025-01-29,ABT,127.86000061035156,Health Care,1.1986162633257984
976,2025-01-30,ABT,128.80999755859375,Health Care,1.297733638166478
977,2025-01-31,ABT,127.93000030517578,Health Care,1.205919640461339
978,2025-02-03,ABT,128.4499969482422,Health Care,1.2601731854670104
979,2025-02-04,ABT,129.10000610351562,Health Care,1.3279915097388122
980,2025-02-05,ABT,132.05999755859375,Health Care,1.6368204834750437
981,2025-02-06,ABT,128.22000122070312,Health Care,1.236176716025266
982,2025-02-07,ABT,129.07000732421875,Health Care,1.3248616046819244
983,2025-02-10,ABT,131.30999755859375,Health Care,1.558569673019221
984,2025-02-11,ABT,131.44000244140625,Health Care,1.5721336562769441
985,2025-02-12,ABT,130.49000549316406,Health Care,1.4730162814362646
986,2025-02-13,ABT,131.7899932861328,Health Care,1.6086497459462394
987,2025-02-14,ABT,130.61000061035156,Health Care,1.4855359016638157
988,2025-02-18,ABT,130.17999267578125,Health Care,1.4406712758204006
989,2025-02-19,ABT,132.1300048828125,Health Care,1.6441246566189913
990,2025-02-20,ABT,133.1699981689453,Health Care,1.752631746630334
991,2025-02-21,ABT,134.9199981689453,Health Care,1.9352169710272542
992,2025-02-24,ABT,134.9499969482422,Health Care,1.938346876084142
993,2025-02-25,ABT,135.82000732421875,Health Care,2.02911889878433
994,2025-02-26,ABT,135.9600067138672,Health Care,2.0437256530554113
995,2025-02-27,ABT,135.8699951171875,Health Care,2.0343343458679337
996,2025-02-28,ABT,138.00999450683594,Health Care,2.257609928021209
997,2025-03-03,ABT,140.22000122070312,Health Care,2.4881896833184323
998,2025-03-04,ABT,137.5800018310547,Health Care,2.2127468941946082
999,2025-03-05,ABT,137.7100067138672,Health Care,2.2263108774523315
1000,2025-03-06,ABT,135.0800018310547,Health Care,1.9519108593418653
1001,2025-03-07,ABT,137.13999938964844,Health Care,2.166839497337835
1002,2025-03-10,ABT,137.36000061035156,Health Care,2.189793195766222
1003,2025-03-11,ABT,132.66000366210938,Health Care,1.6994217686464277
1004,2025-03-12,ABT,130.27999877929688,Health Care,1.451105354021236
1005,2025-03-13,ABT,129.88999938964844,Health Care,1.4104149962648806
1006,2025-03-14,ABT,126.70999908447266,Health Care,1.0786315280918553
1007,2025-03-17,ABT,127.63999938964844,Health Care,1.175662564897412
1008,2025-03-18,ABT,126.3000030517578,Health Care,1.0358548323003756
1009,2025-03-19,ABT,127.41999816894533,Health Care,1.1527088664690268
1010,2025-03-20,ABT,126.77999877929688,Health Care,1.0859349052273959
1011,2025-03-21,ABT,126.33999633789062,Health Care,1.0400275083706227
1012,2025-03-24,ABT,127.20999908447266,Health Care,1.1307987350624038
1013,2025-03-25,ABT,125.5999984741211,Health Care,0.9628202649365648
1014,2025-03-26,ABT,126.61000061035156,Health Care,1.068198245899427
1015,2025-03-27,ABT,131.35000610351562,Health Care,1.5627439411062807
1016,2025-03-28,ABT,130.82000732421875,Health Care,1.5074468290788443
1017,2025-03-31,ABT,132.64999389648438,Health Care,1.6983774056162557
1018,2025-04-01,ABT,131.69000244140625,Health Care,1.5982172597622184
1019,2025-04-02,ABT,131.92999267578125,Health Care,1.6232565002173205
1020,2025-04-03,ABT,131.6300048828125,Health Care,1.5919574496484428
1021,2025-04-04,ABT,124.44000244140624,Health Care,0.8417927586892623
1022,2025-04-07,ABT,124.86000061035156,Health Care,0.8856130215025069
1023,2025-04-08,ABT,123.9499969482422,Health Care,0.7906683227320745
1024,2025-04-09,ABT,127.04000091552734,Health Care,1.113062075734435
1025,2025-04-10,ABT,124.5,Health Care,0.8480525688030394
1026,2025-04-11,ABT,126.87999725341795,Health Care,1.0963681874198226
1027,2025-04-14,ABT,127.95999908447266,Health Care,1.2090495455182266
1028,2025-04-15,ABT,126.22000122070312,Health Care,1.0275078881430717
1029,2025-04-16,ABT,129.6999969482422,Health Care,1.3905912028933818
1030,2025-04-17,ABT,130.97999572753906,Health Care,1.524139125376641
1031,2025-04-21,ABT,129.88999938964844,Health Care,1.4104149962648806
1032,2025-04-22,ABT,131.72999572753906,Health Care,1.602389935832464
1033,2025-04-23,ABT,129.83999633789062,Health Care,1.4051979571644628
1034,2025-04-24,ABT,129.3800048828125,Health Care,1.357205018280974
1035,2025-04-25,ABT,128.85000610351562,Health Care,1.3019079062535377
1036,2025-04-28,ABT,129.52999877929688,Health Care,1.372854543565413
1037,2025-04-29,ABT,130.5,Health Care,1.4740590524496224
1038,2025-04-30,ABT,130.75,Health Care,1.5001426559348967
1039,2025-05-01,ABT,130.8800048828125,Health Care,1.51370663919262
1040,2025-05-02,ABT,132.82000732421875,Health Care,1.7161156569610387
1041,2025-05-05,ABT,132.60000610351562,Health Care,1.6931619585326523
1042,2025-05-06,ABT,133.05999755859375,Health Care,1.7411548974161408
1043,2025-05-07,ABT,133.9499969482422,Health Care,1.834012462143045
1044,2025-05-08,ABT,134.0,Health Care,1.8392295012434625
1045,2025-05-09,ABT,133.24000549316406,Health Care,1.7599359197742819
1046,2025-05-12,ABT,131.99000549316406,Health Care,1.6295179023479103
1047,2025-05-13,ABT,129.0500030517578,Health Care,1.3227744706383944
1048,2025-05-14,ABT,128.55999755859375,Health Care,1.2716500346812036
1049,2025-05-15,ABT,133.35000610351562,Health Care,1.771412768988475
1050,2025-05-16,ABT,134.8000030517578,Health Care,1.9226973507997032
1051,2025-05-19,ABT,135.5500030517578,Health Care,2.000948161255526
1052,2025-05-20,ABT,135.1999969482422,Health Care,1.9644304795694163
1053,2025-05-21,ABT,133.0500030517578,Health Care,1.740112126402783
1054,2025-05-22,ABT,131.5,Health Care,1.5783934663907195
1055,2025-05-23,ABT,131.3000030517578,Health Care,1.557526902005863
1056,2025-05-27,ABT,132.94000244140625,Health Care,1.7286352771885898
1057,2025-05-28,ABT,132.02000427246094,Health Care,1.632647807404798
1058,2025-05-29,ABT,132.85000610351562,Health Care,1.7192455620179266
1059,2024-01-02,ACN,346.9200134277344,Information Technology,0.3137753697863407
1060,2024-01-03,ACN,337.9200134277344,Information Technology,0.007345327259228482
1061,2024-01-04,ACN,337.0899963378906,Information Technology,-0.020914914089554877
1062,2024-01-05,ACN,336.6199951171875,Information Technology,-0.03691741342820524
1063,2024-01-08,ACN,340.3500061035156,Information Technology,0.09008118936814177
1064,2024-01-09,ACN,342.75,Information Technology,0.1717956595641992
1065,2024-01-10,ACN,345.3299865722656,Information Technology,0.25963848123739186
1066,2024-01-11,ACN,347.9700012207031,Information Technology,0.3495251257921588
1067,2024-01-12,ACN,356.3299865722656,Information Technology,0.634164088770529
1068,2024-01-16,ACN,354.5599975585937,Information Technology,0.5738998878003055
1069,2024-01-17,ACN,353.6499938964844,Information Technology,0.5429162810358626
1070,2024-01-18,ACN,359.54998779296875,Information Technology,0.7437979899924637
1071,2024-01-19,ACN,363.8999938964844,Information Technology,0.8919060516917404
1072,2024-01-22,ACN,367.2099914550781,Information Technology,1.0046041286522427
1073,2024-01-23,ACN,369.8599853515625,Information Technology,1.0948305444740531
1074,2024-01-24,ACN,368.8999938964844,Information Technology,1.0621449642068028
1075,2024-01-25,ACN,371.9400024414063,Information Technology,1.165650513951604
1076,2024-01-26,ACN,371.0700073242188,Information Technology,1.1360291094229213
1077,2024-01-29,ACN,373.3500061035156,Information Technology,1.2136580119675533
1078,2024-01-30,ACN,371.2999877929688,Information Technology,1.143859434402862
1079,2024-01-31,ACN,363.8800048828125,Information Technology,0.8912254701017907
1080,2024-02-01,ACN,370.9100036621094,Information Technology,1.1305813395357338
1081,2024-02-02,ACN,372.9500122070313,Information Technology,1.2000391067775227
1082,2024-02-05,ACN,370.3399963378906,Information Technology,1.1111738541356098
1083,2024-02-06,ACN,364.7000122070313,Information Technology,0.9191449011276698
1084,2024-02-07,ACN,366.6499938964844,Information Technology,0.9855374535750246
1085,2024-02-08,ACN,368.4800109863281,Information Technology,1.0478454774268204
1086,2024-02-09,ACN,371.6700134277344,Information Technology,1.1564579867358993
1087,2024-02-12,ACN,367.4299926757813,Information Technology,1.0120946823651418
1088,2024-02-13,ACN,362.80999755859375,Information Technology,0.8547940934501603
1089,2024-02-14,ACN,370.9800109863281,Information Technology,1.1329649336843517
1090,2024-02-15,ACN,371.510009765625,Information Technology,1.1510102168487137
1091,2024-02-16,ACN,369.4800109863281,Information Technology,1.081893259929833
1092,2024-02-20,ACN,362.9500122070313,Information Technology,0.859561281747398
1093,2024-02-21,ACN,360.9100036621094,Information Technology,0.7901035145056091
1094,2024-02-22,ACN,371.30999755859375,Information Technology,1.1442002447257662
1095,2024-02-23,ACN,377.3200073242188,Information Technology,1.3488277500667492
1096,2024-02-26,ACN,377.4800109863281,Information Technology,1.3542755199539327
1097,2024-02-27,ACN,377.9100036621094,Information Technology,1.3689158170568212
1098,2024-02-28,ACN,378.0299987792969,Information Technology,1.3730013847082445
1099,2024-02-29,ACN,374.7799987792969,Information Technology,1.2623460915734541
1100,2024-03-01,ACN,380.989990234375,Information Technology,1.47378252998152
1101,2024-03-04,ACN,383.7099914550781,Information Technology,1.5663925399519485
1102,2024-03-05,ACN,376.8800048828125,Information Technology,1.3338466426409528
1103,2024-03-06,ACN,380.8299865722656,Information Technology,1.4683347600943346
1104,2024-03-07,ACN,386.9100036621094,Information Technology,1.6753458595839332
1105,2024-03-08,ACN,378.1700134277344,Information Technology,1.3777685730054803
1106,2024-03-11,ACN,373.2200012207031,Information Technology,1.2092316339932236
1107,2024-03-12,ACN,380.4800109863281,Information Technology,1.4564188674629701
1108,2024-03-13,ACN,378.7200012207031,Information Technology,1.396494437759792
1109,2024-03-14,ACN,378.2099914550781,Information Technology,1.3791297361853798
1110,2024-03-15,ACN,374.6000061035156,Information Technology,1.2562177400963188
1111,2024-03-18,ACN,372.6700134277344,Information Technology,1.1905057692389118
1112,2024-03-19,ACN,378.0799865722656,Information Technology,1.3747033582110502
1113,2024-03-20,ACN,380.4400024414063,Information Technology,1.45505666522721
1114,2024-03-21,ACN,345.0299987792969,Information Technology,0.24942456210883313
1115,2024-03-22,ACN,337.5,Information Technology,-0.0069551985766162635
1116,2024-03-25,ACN,333.82000732421875,Information Technology,-0.13225078881429514
1117,2024-03-26,ACN,336.3900146484375,Information Technology,-0.044747738408146095
1118,2024-03-27,ACN,340.94000244140625,Information Technology,0.11016925635821563
1119,2024-03-28,ACN,346.6099853515625,Information Technology,0.3032196012790133
1120,2024-04-01,ACN,339.1700134277344,Information Technology,0.04990505538799407
1121,2024-04-02,ACN,336.4599914550781,Information Technology,-0.042365183315390735
1122,2024-04-03,ACN,332.2799987792969,Information Technology,-0.18468466480457585
1123,2024-04-04,ACN,330.4700012207031,Information Technology,-0.2463110680105594
1124,2024-04-05,ACN,333.0,Information Technology,-0.16017021984017238
1125,2024-04-08,ACN,331.79998779296875,Information Technology,-0.20102797446613235
1126,2024-04-09,ACN,334.45001220703125,Information Technology,-0.11080051958845928
1127,2024-04-10,ACN,324.3999938964844,Information Technology,-0.45298135717725213
1128,2024-04-11,ACN,325.19000244140625,Information Technology,-0.4260833180642308
1129,2024-04-12,ACN,315.3999938964844,Information Technology,-0.7594113997043643
1130,2024-04-15,ACN,313.2699890136719,Information Technology,-0.8319333426847189
1131,2024-04-16,ACN,313.94000244140625,Information Technology,-0.809120871223121
1132,2024-04-17,ACN,314.5400085449219,Information Technology,-0.788691993910141
1133,2024-04-18,ACN,316.0,Information Technology,-0.7389825223913843
1134,2024-04-19,ACN,316.8800048828125,Information Technology,-0.7090203075397954
1135,2024-04-22,ACN,317.4200134277344,Information Technology,-0.6906342140525271
1136,2024-04-23,ACN,316.8299865722656,Information Technology,-0.7107233200984635
1137,2024-04-24,ACN,313.5400085449219,Information Technology,-0.8227397764131535
1138,2024-04-25,ACN,309.0,Information Technology,-0.9773169999124717
